,X.1,X,Sample_ID,Seed_Number,Length,Width,Plant_Species_Common_Name,Treatment,Germination.Date,germ,Lemur_Species,Name,GerminationTime
1636,1636,740,BZ014,2,13.99,5.24,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1637,1637,741,BZ014,3,11.86,4.31,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1638,1638,742,BZ014,4,13.32,5.07,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1639,1639,743,BZ014,7,14.51,5.32,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1640,1640,744,BZ014,8,13.47,5.95,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1641,1641,745,BZ014,9,13.03,5.53,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1642,1642,746,BZ014,5,10.04,3.86,Cucumis melo L.,Gut-passed,2/1/23,1,V. rubra,Antika,13
1643,1643,747,BZ014,9,4.95,4.6,Capsicum annuum,Gut-passed,2/1/23,1,V. rubra,Antika,13
1644,1644,748,BZ014,1,10.26,3.96,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1645,1645,749,BZ014,2,13.05,4.94,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1646,1646,750,BZ014,3,11.15,4.96,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1647,1647,751,BZ014,4,13.83,5.47,Cucumis melo L.,Gut-passed,NA,0,V. rubra,Antika,NA
1648,1648,752,BZ014,6,13.92,7.47,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Antika,NA
1649,1649,753,BZ014,7,4.72,4.52,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1650,1650,754,BZ014,8,5.06,4.55,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1651,1651,755,BZ014,10,4.55,3.98,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1652,1652,761,BZ016,1,13.18,5.04,Cucumis melo L.,"Gut-passed, Washed",2/1/23,1,V. rubra,Antika,13
1653,1653,762,BZ016,5,13.86,4.7,Cucumis melo L.,"Gut-passed, Washed",2/1/23,1,V. rubra,Antika,13
1654,1654,763,BZ016,6,14.5,4.81,Cucumis melo L.,"Gut-passed, Washed",2/1/23,1,V. rubra,Antika,13
1655,1655,764,BZ016,7,14.11,5.01,Cucumis melo L.,"Gut-passed, Washed",2/1/23,1,V. rubra,Antika,13
1656,1656,765,BZ016,2,13.32,4.92,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1657,1657,766,BZ016,3,11.28,4.24,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1658,1658,767,BZ016,4,12.6,4.72,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1659,1659,768,BZ016,8,13.65,4.83,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1660,1660,769,BZ016,9,12.93,4.81,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1661,1661,770,BZ016,10,9.37,3.12,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1662,1662,771,BZ016,11,4.8,4.31,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1663,1663,772,BZ016,12,4.49,4.17,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1664,1664,773,BZ016,13,4.75,4.15,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1665,1665,774,BZ016,14,5.01,4.44,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1666,1666,775,BZ016,15,4.93,4.18,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1667,1667,776,BZ016,16,4.72,4.72,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Antika,NA
1668,1668,777,BZ017,8,13.54,5.21,Cucumis melo L.,"Gut-passed, Washed",2/15/23,1,V. rubra,Kalani,27
1669,1669,778,BZ017,4,12.61,5.08,Cucumis melo L.,"Gut-passed, Washed",2/8/23,1,V. rubra,Kalani,20
1670,1670,779,BZ017,5,12.32,4.82,Cucumis melo L.,"Gut-passed, Washed",2/8/23,1,V. rubra,Kalani,20
1671,1671,780,BZ017,6,11.6,4.76,Cucumis melo L.,"Gut-passed, Washed",2/1/23,1,V. rubra,Kalani,13
1672,1672,781,BZ017,3,14.08,4.87,Cucumis melo L.,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1673,1673,782,BZ017,1,12.7,4.75,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1674,1674,783,BZ017,2,12.86,4.97,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1675,1675,784,BZ017,7,11.27,4.48,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1676,1676,785,BZ017,9,12.39,4.66,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1677,1677,786,BZ017,10,13.34,4.68,Cucumis melo L.,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1678,1678,787,BZ017,2,4.4,3.16,Capsicum annuum,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1679,1679,788,BZ017,3,4.65,4.04,Capsicum annuum,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1680,1680,789,BZ017,4,4.9,3.81,Capsicum annuum,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1681,1681,790,BZ017,6,5.24,3.92,Capsicum annuum,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1682,1682,791,BZ017,7,4.34,3.99,Capsicum annuum,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1683,1683,792,BZ017,8,4.5,3.91,Capsicum annuum,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1684,1684,793,BZ017,9,12.68,7.95,Cucurbita moschata,"Gut-passed, Washed",1/25/23,1,V. rubra,Kalani,6
1685,1685,794,BZ017,1,4.59,4.18,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1686,1686,795,BZ017,5,4.75,4.17,Capsicum annuum,"Gut-passed, Washed",NA,0,V. rubra,Kalani,NA
1687,1687,809,BZ019,1,4.66,4.65,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1688,1688,810,BZ019,2,4.46,4.19,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1689,1689,811,BZ019,3,4.92,4.72,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1690,1690,812,BZ019,4,5.1,4.52,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1691,1691,813,BZ019,5,9.46,3.79,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1692,1692,814,BZ019,6,14.33,4.88,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1693,1693,815,BZ019,7,10,3.45,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1694,1694,816,BZ019,8,12.84,4.72,Capsicum annuum,Gut-passed,NA,0,V. rubra,Antika,NA
1695,1695,817,BZ019,9,13.05,7.9,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Antika,NA
1696,1696,1075,CD054,4,13.53,5.06,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Helene,6
1697,1697,1076,CD056,1,12.73,4.8,Cucumis melo L.,Gut-passed,1/18/23,1,V. variegata,Helene,13
1698,1698,1077,CD056,3,12.74,5.3,Cucumis melo L.,Gut-passed,1/13/23,1,V. variegata,Helene,8
1699,1699,1078,CD056,2,13.48,5.15,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Helene,6
1700,1700,1079,CD056,4,13.42,5.06,Cucumis melo L.,Gut-passed,1/11/23,1,V. variegata,Helene,6
1701,1701,2796,DW104,1,9.46,4.59,Solanum lycopersicum,Gut-passed,NA,0,E. coronatus,Antika,NA
1702,1702,2797,DW104,2,4.51,2.81,Malus pumila,Gut-passed,NA,0,E. coronatus,Antika,NA
1703,1703,2798,DW104,3,3.88,3.55,Capsicum annuum,Gut-passed,3/1/23,1,E. coronatus,Antika,6
1704,1704,2799,DW104,4,4.21,3.7,Capsicum annuum,Gut-passed,3/1/23,1,E. coronatus,Antika,6
1705,1705,2800,DW104,5,4.57,4.07,Capsicum annuum,Gut-passed,3/1/23,1,E. coronatus,Antika,6
1706,1706,2801,DW104,6,4.46,3.72,Capsicum annuum,Gut-passed,3/1/23,1,E. coronatus,Antika,6
1707,1707,3553,DW106,1,4.11,2.92,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
1708,1708,3554,DW106,2,4.42,2.71,Solanum lycopersicum,Gut-passed,3/24/23,1,V. rubra,Kalani,29
1709,1709,3555,DW106,3,3.98,2.62,Solanum lycopersicum,Gut-passed,3/31/23,1,V. rubra,Kalani,36
1710,1710,3556,DW106,4,3.64,2.53,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
1711,1711,3557,DW106,5,4.25,2.85,Solanum lycopersicum,Gut-passed,3/31/23,1,V. rubra,Kalani,36
1712,1712,3558,DW106,6,3.79,2.77,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
1713,1713,3559,DW106,7,3.74,2.95,Solanum lycopersicum,Gut-passed,NA,0,V. rubra,Kalani,NA
1714,1714,3560,DW106,8,12.82,8.22,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
1715,1715,3561,DW106,9,13.37,7.01,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
1716,1716,3562,DW106,10,12.8,7.44,Cucurbita moschata,Gut-passed,NA,0,V. rubra,Kalani,NA
1717,1717,4065,DW106,1,3.6,1.54,Rubus fruticosus,Gut-passed,NA,0,V. rubra,Kalani,NA
1718,1718,4066,DW106,2,2.32,1.37,Oxycoccus macrocarpus,Gut-passed,NA,0,V. rubra,Kalani,NA
1719,1719,4067,DW106,3,2.1,1.25,Oxycoccus macrocarpus,Gut-passed,NA,0,V. rubra,Kalani,NA
1720,1720,4068,DW106,4,2.06,1.39,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1721,1721,4069,DW106,5,2.09,1.24,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1722,1722,4070,DW106,6,2,1.34,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1723,1723,4071,DW106,7,2.39,1.19,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1724,1724,4072,DW106,8,2.4,1.33,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1725,1725,4073,DW106,9,2.44,1.26,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1726,1726,4074,DW106,10,2.29,1.43,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1727,1727,4075,DW106,11,2.42,1.35,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1728,1728,4076,DW106,12,2.36,1.26,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1729,1729,4077,DW106,13,2.37,1.52,Actinidia deliciosa,Gut-passed,NA,0,V. rubra,Kalani,NA
1730,1730,673,BZ007,3,12.43,4.18,Cucumis melo L.,Gut-passed,2/1/23,1,E. flavifrons,Mangamaso,13
1731,1731,674,BZ007,1,11.83,4.66,Cucumis melo L.,Gut-passed,NA,0,E. flavifrons,Mangamaso,NA
1732,1732,675,BZ007,2,12.36,4.68,Cucumis melo L.,Gut-passed,NA,0,E. flavifrons,Mangamaso,NA
1733,1733,676,BZ007,4,11.08,7,Cucurbita moschata,Gut-passed,NA,0,E. flavifrons,Mangamaso,NA
1734,1734,1163,CD081,1,10.28,4.17,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,V. variegata,Sputnik,21
1735,1735,1164,CD081,12,9.63,3.96,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,V. variegata,Sputnik,21
1736,1736,1165,CD081,13,9.67,3.97,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,V. variegata,Sputnik,21
1737,1737,1166,CD081,6,9.88,4.33,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1738,1738,1167,CD081,7,9.98,4.31,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1739,1739,1168,CD081,8,10.27,4.05,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1740,1740,1169,CD081,10,10.08,4.36,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1741,1741,1170,CD081,4,9.9,4.32,Cucumis melo var. cantalupensis,Gut-passed,1/18/23,1,V. variegata,Sputnik,7
1742,1742,1171,CD081,14,9.9,4.1,Cucumis melo var. cantalupensis,Gut-passed,1/18/23,1,V. variegata,Sputnik,7
1743,1743,1172,CD081,2,8.1,3.32,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1744,1744,1173,CD081,3,9.58,4.21,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1745,1745,1174,CD081,5,9.07,4.14,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1746,1746,1175,CD081,9,9.89,4.22,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1747,1747,1176,CD081,11,10.21,4.37,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1748,1748,1177,CD081,4,10.06,4.37,Cucumis melo var. cantalupensis,Gut-passed,3/8/23,1,V. variegata,Sputnik,56
1749,1749,1178,CD081,6,10.3,4.39,Cucumis melo var. cantalupensis,Gut-passed,2/15/23,1,V. variegata,Sputnik,35
1750,1750,1179,CD081,5,9.4,4.07,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,V. variegata,Sputnik,21
1751,1751,1180,CD081,1,9.81,4.35,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1752,1752,1181,CD081,2,19.91,4.16,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1753,1753,1182,CD081,3,8.56,4.05,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1754,1754,1183,CD081,1,2.42,1.55,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1755,1755,1184,CD081,2,2.33,1.59,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1756,1756,1185,CD081,3,2.34,1.54,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1757,1757,1186,CD081,4,2.24,1.53,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1758,1758,1187,CD081,5,2.61,1.53,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1759,1759,1188,CD081,6,2.38,1.23,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1760,1760,1189,CD081,7,2.4,1.53,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1761,1761,1190,CD081,8,2.44,1.78,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1762,1762,1191,CD081,9,2.55,1.28,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1763,1763,1192,CD081,10,2.58,1.38,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1764,1764,1193,CD081,11,2.52,1.53,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1765,1765,1194,CD081,12,2.42,1.63,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1766,1766,1195,CD081,13,2.6,1.4,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1767,1767,1196,CD081,14,1.84,1.12,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1768,1768,1197,CD081,15,2.23,1.02,Actinidia deliciosa,Gut-passed,NA,0,V. variegata,Sputnik,NA
1769,1769,1198,CD082,13,8.98,4.09,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/8/23,1,V. variegata,Sputnik,28
1770,1770,1199,CD082,1,2.28,1.53,Actinidia deliciosa,"Gut-passed, Washed",2/1/23,1,V. variegata,Sputnik,21
1771,1771,1200,CD082,11,8.55,4.45,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Sputnik,7
1772,1772,1201,CD082,12,8.88,4.62,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Sputnik,7
1773,1773,1202,CD082,14,9.68,4.25,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Sputnik,7
1774,1774,1203,CD082,2,2.24,1.46,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Sputnik,NA
1775,1775,1204,CD082,3,2.32,1.66,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Sputnik,NA
1776,1776,1205,CD082,4,2.33,1.44,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Sputnik,NA
1777,1777,1206,CD083,8,9.78,4.26,Cucumis melo var. cantalupensis,Gut-passed,2/22/23,1,V. variegata,Sputnik,42
1778,1778,1207,CD083,12,9.93,4.46,Cucumis melo var. cantalupensis,Gut-passed,1/20/23,1,V. variegata,Sputnik,9
1779,1779,1208,CD083,1,10.12,4.2,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1780,1780,1209,CD083,2,10.32,4.19,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1781,1781,1210,CD083,3,9.33,4.21,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1782,1782,1211,CD083,4,9.56,4.21,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1783,1783,1212,CD083,5,9.75,3.95,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1784,1784,1213,CD083,6,10.01,4.48,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1785,1785,1214,CD083,7,9.51,4.43,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1786,1786,1215,CD083,9,10.12,4.17,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1787,1787,1216,CD083,10,9.32,3.67,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1788,1788,1217,CD083,11,8.46,3.25,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1789,1789,1218,CD083,2,10.32,4.15,Cucumis melo var. cantalupensis,Gut-passed,4/5/23,1,V. variegata,Sputnik,84
1790,1790,1219,CD083,7,8.89,4,Cucumis melo var. cantalupensis,Gut-passed,2/1/23,1,V. variegata,Sputnik,21
1791,1791,1220,CD083,3,10.45,4.23,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1792,1792,1221,CD083,5,9.59,4.22,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1793,1793,1222,CD083,10,10.2,4.36,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1794,1794,1223,CD083,13,9.97,4.36,Cucumis melo var. cantalupensis,Gut-passed,1/25/23,1,V. variegata,Sputnik,14
1795,1795,1224,CD083,6,9.56,3.98,Cucumis melo var. cantalupensis,Gut-passed,1/18/23,1,V. variegata,Sputnik,7
1796,1796,1225,CD083,1,10.37,4.17,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1797,1797,1226,CD083,4,10.07,4.3,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1798,1798,1227,CD083,8,9.57,4.4,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1799,1799,1228,CD083,9,9.68,4.16,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1800,1800,1229,CD083,11,9.8,4.4,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1801,1801,1230,CD083,12,9.78,4.18,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1802,1802,1231,CD083,14,9.16,3.42,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1803,1803,1232,CD083,2,10.06,4.27,Cucumis melo var. cantalupensis,Gut-passed,1/18/23,1,V. variegata,Sputnik,7
1804,1804,1233,CD083,1,9.73,4.14,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1805,1805,1234,CD083,3,9.24,4.29,Cucumis melo var. cantalupensis,Gut-passed,NA,0,V. variegata,Sputnik,NA
1806,1806,1235,CD084,9,9.73,4.28,Cucumis melo var. cantalupensis,"Gut-passed, Washed",5/26/23,0,V. variegata,Orbit,135
1807,1807,1236,CD084,8,9.55,4.1,Cucumis melo var. cantalupensis,"Gut-passed, Washed",5/24/23,0,V. variegata,Orbit,133
1808,1808,1237,CD084,10,10.13,4.15,Cucumis melo var. cantalupensis,"Gut-passed, Washed",3/8/23,1,V. variegata,Orbit,56
1809,1809,1238,CD084,15,10.57,4.88,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/25/23,1,V. variegata,Orbit,14
1810,1810,1239,CD084,1,9.28,4.51,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1811,1811,1240,CD084,2,9,4.11,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1812,1812,1241,CD084,3,10.15,4.6,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1813,1813,1242,CD084,4,9.76,4.5,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1814,1814,1243,CD084,11,9.49,4.67,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1815,1815,1244,CD084,13,9.84,4.38,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1816,1816,1245,CD084,14,10.01,4.74,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/18/23,1,V. variegata,Orbit,7
1817,1817,1246,CD084,5,8.16,3.96,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1818,1818,1247,CD084,6,9.71,4.5,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1819,1819,1248,CD084,7,8.98,4.15,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1820,1820,1249,CD084,12,10.05,4.38,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1821,1821,1250,CD084,10,9.62,4.13,Cucumis melo var. cantalupensis,"Gut-passed, Washed",6/14/23,0,V. variegata,Orbit,154
1822,1822,1251,CD084,4,10.07,4.51,Cucumis melo var. cantalupensis,"Gut-passed, Washed",4/7/23,1,V. variegata,Orbit,86
1823,1823,1252,CD084,3,9.67,4.27,Cucumis melo var. cantalupensis,"Gut-passed, Washed",3/22/23,1,V. variegata,Orbit,70
1824,1824,1253,CD084,14,10.2,4.12,Cucumis melo var. cantalupensis,"Gut-passed, Washed",2/17/23,1,V. variegata,Orbit,37
1825,1825,1254,CD084,1,9.29,4.21,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/25/23,1,V. variegata,Orbit,14
1826,1826,1255,CD084,5,10.31,4.2,Cucumis melo var. cantalupensis,"Gut-passed, Washed",1/25/23,1,V. variegata,Orbit,14
1827,1827,1256,CD084,2,20.06,4.38,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1828,1828,1257,CD084,6,9.88,4.15,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1829,1829,1258,CD084,7,10.27,4.28,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1830,1830,1259,CD084,8,10.03,4.25,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1831,1831,1260,CD084,9,10.24,4.33,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1832,1832,1261,CD084,11,9.94,4.48,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1833,1833,1262,CD084,12,10.18,4.24,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1834,1834,1263,CD084,13,9.65,4.16,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1835,1835,1264,CD084,15,9.92,4.29,Cucumis melo var. cantalupensis,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1836,1836,1265,CD084,9,2.51,2.68,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1837,1837,1266,CD084,10,2.25,1.35,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1838,1838,1267,CD084,11,2.05,1.42,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1839,1839,1268,CD084,12,2.31,1.04,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1840,1840,1269,CD084,13,2.43,1.46,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1841,1841,1270,CD084,14,2.33,1.46,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1842,1842,1271,CD084,15,2.27,1.74,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1843,1843,1272,CD084,16,2.12,1.45,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1844,1844,1273,CD084,18,2.42,1.5,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1845,1845,1274,CD084,19,2.21,1.64,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1846,1846,1275,CD084,20,2.27,1.63,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1847,1847,1276,CD084,21,2.41,1.22,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1848,1848,1277,CD084,22,2.67,1.54,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1849,1849,1278,CD084,23,2.43,1.6,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1850,1850,1279,CD084,24,2.28,1.39,Actinidia deliciosa,"Gut-passed, Washed",NA,0,V. variegata,Orbit,NA
1851,1851,1280,CD084,17,2.68,1.39,Actinidia deliciosa,"Gut-passed, Washed",2/1/23,1,V. variegata,Orbit,21
