"","Lemur","Plante","L","Treatment","Control","Germination","Sex","Date","GerminationDate","Time"
"546",NA,"Syzygium",8.09,"Gut Passed, Unwashed","0",0,"",2023-09-14,NA,NA
"547",NA,"Cryptocaria",11.93,"Gut Passed, Washed","0",1,"",2023-09-14,2023-10-06,22
"548",NA,"Cryptocaria",12.15,"Gut Passed, Washed","0",0,"",2023-09-14,NA,NA
"549","Control","Syzygium",6.38,"Control","1",1,"",2023-09-14,2023-09-24,10
"550","Control","Syzygium",6.24,"Control","1",1,"",2023-09-14,2023-09-21,7
"551","Control","Syzygium",5.9,"Control","1",1,"",2023-09-14,2023-09-24,10
"552","Control","Syzygium",5.88,"Control","1",1,"",2023-09-14,2023-10-06,22
"553","Control","Syzygium",5.84,"Control","1",0,"",2023-09-14,NA,NA
"554","Control","Syzygium",7.16,"Control, Washed","1",1,"",2023-09-14,2023-09-24,10
"555","Control","Syzygium",8.5,"Control, Washed","1",1,"",2023-09-14,2023-09-24,10
"556","Control","Syzygium",7.61,"Control, Washed","1",1,"",2023-09-14,2023-09-24,10
"557","Control","Syzygium",8.49,"Control, Washed","1",1,"",2023-09-14,2023-09-24,10
"558","Control","Syzygium",7.39,"Control, Washed","1",1,"",2023-09-14,2023-10-15,31
"559","Control","Syzygium",7.83,"Control, Washed","1",1,"",2023-09-14,2023-09-24,10
"560","Control","Syzygium",7.58,"Control, Washed","1",1,"",2023-09-14,2023-11-02,49
"561",NA,"Syzygium",13.38,"Gut Passed, Unwashed","0",1,"",2023-09-15,2023-10-12,27
"562",NA,"Syzygium",14.36,"Gut Passed, Unwashed","0",1,"",2023-09-15,2023-10-12,27
"563","Eulemur rubriventer","Syzygium",5.72,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"564","Eulemur rubriventer","Syzygium",5.77,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"565","Eulemur rubriventer","Syzygium",5.19,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"566","Eulemur rubriventer","Syzygium",4.92,"Gut Passed, Washed","0",0,"",2023-09-15,NA,NA
"567","Eulemur rubriventer","Syzygium",3.67,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"568","Eulemur rubriventer","Syzygium",4.42,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-30,15
"569","Eulemur rubriventer","Syzygium",4.05,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-30,15
"570","Eulemur rubriventer","Syzygium",4.13,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"571","Eulemur rubriventer","Syzygium",4.1,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-30,15
"572","Eulemur rubriventer","Syzygium",5.77,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"573","Eulemur rubriventer","Syzygium",4.53,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"574","Eulemur rubriventer","Syzygium",4.44,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"575","Eulemur rubriventer","Syzygium",4.99,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"576","Eulemur rubriventer","Syzygium",4.52,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-30,15
"577","Eulemur rubriventer","Syzygium",6.07,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"578","Eulemur rubriventer","Syzygium",5.73,"Gut Passed, Washed","0",1,"",2023-09-15,2023-09-24,9
"579","Control","Cryptocaria",13.51,"Control","1",0,"",2023-09-15,NA,NA
"580","Control","Cryptocaria",12.63,"Control","1",0,"",2023-09-15,NA,NA
"581",NA,"Cryptocaria",7.81,"Gut Passed, Washed","0",1,"",2023-09-18,2023-09-27,9
"582",NA,"Cryptocaria",14.32,"Gut Passed, Washed","0",0,"",2023-09-18,2024-01-28,100
"583",NA,"Cryptocaria",15.05,"Gut Passed, Washed","0",0,"",2023-09-18,NA,NA
"584",NA,"Cryptocaria",14.8,"Gut Passed, Washed","0",1,"",2023-09-18,2023-10-06,18
"585",NA,"Cryptocaria",14.48,"Gut Passed, Washed","0",1,"",2023-09-18,2023-10-06,18
"586",NA,"Cryptocaria",13.69,"Gut Passed, Washed","0",1,"",2023-09-18,2023-10-06,18
"587",NA,"Cryptocaria",15.1,"Gut Passed, Unwashed","0",1,"",2023-09-18,2023-10-18,30
"588",NA,"Cryptocaria",14.87,"Gut Passed, Unwashed","0",0,"",2023-09-18,NA,NA
"589",NA,"Cryptocaria",17.73,"Gut Passed, Unwashed","0",0,"",2023-09-19,NA,NA
"590","Eulemur rubriventer","Syzygium",5.67,"Gut Passed, Unwashed","0",1,"M",2023-09-21,2023-10-03,12
"591","Eulemur rubriventer","Syzygium",4.64,"Gut Passed, Unwashed","0",0,"M",2023-09-21,NA,NA
"592","Eulemur rubriventer","Syzygium",5.29,"Gut Passed, Unwashed","0",1,"M",2023-09-21,2023-10-03,12
"593","Eulemur rubriventer","Syzygium",5.07,"Gut Passed, Unwashed","0",1,"M",2023-09-21,2023-10-03,12
"594","Eulemur rubriventer","Syzygium",4.39,"Gut Passed, Unwashed","0",0,"M",2023-09-21,NA,NA
"595",NA,"Cryptocaria",12.99,"Gut Passed, Washed","0",1,"",2023-09-22,2023-10-09,17
"596",NA,"Cryptocaria",12.34,"Gut Passed, Washed","0",1,"",2023-09-22,2023-10-09,17
"597",NA,"Cryptocaria",12.06,"Gut Passed, Washed","0",0,"",2023-09-22,NA,NA
"598",NA,"Cryptocaria",15.07,"Gut Passed, Washed","0",0,"",2023-09-22,NA,NA
"599",NA,"Cryptocaria",16.98,"Gut Passed, Unwashed","0",0,"",2023-09-23,NA,NA
"600","Eulemur rubriventer","Cryptocaria",8.84,"Gut Passed, Washed","0",0,"",2023-09-25,NA,NA
"601","Eulemur rubriventer","Cryptocaria",9.46,"Gut Passed, Washed","0",1,"",2023-09-25,2023-11-02,38
"602",NA,"Cryptocaria",13.89,"Gut Passed, Washed","0",1,"",2023-09-29,2023-10-18,19
"603",NA,"Cryptocaria",12.63,"Gut Passed, Washed","0",1,"",2023-09-29,2023-10-24,25
"604",NA,"Cryptocaria",12.84,"Gut Passed, Washed","0",1,"",2023-09-29,2023-10-18,19
"605",NA,"Cryptocaria",12.18,"Gut Passed, Washed","0",1,"",2023-09-29,2023-10-18,19
"606",NA,"Cryptocaria",11.9,"Gut Passed, Washed","0",1,"",2023-09-29,2023-10-24,25
"607",NA,"Cryptocaria",16.17,"Gut Passed, Unwashed","0",0,"",2023-09-29,NA,NA
"608",NA,"Cryptocaria",13.79,"Gut Passed, Unwashed","0",0,"",2023-10-02,NA,NA
"609",NA,"Cryptocaria",9.7,"Gut Passed, Washed","0",1,"",2023-10-03,2023-10-15,12
"610",NA,"Cryptocaria",15.45,"Gut Passed, Unwashed","0",1,"",2023-10-04,2023-10-24,20
"611",NA,"Cryptocaria",16.15,"Gut Passed, Unwashed","0",1,"",2023-10-04,2023-11-02,29
"612",NA,"Cryptocaria",16.16,"Gut Passed, Unwashed","0",1,"",2023-10-05,2023-11-17,43
"613",NA,"Cryptocaria",15.29,"Gut Passed, Unwashed","0",0,"",2023-10-05,NA,NA
"614",NA,"Cryptocaria",16.44,"Gut Passed, Washed","0",1,"",2023-10-05,2023-10-27,22
"615",NA,"Cryptocaria",16.39,"Gut Passed, Unwashed","0",0,"",2023-10-06,NA,NA
"616",NA,"Cryptocaria",13.3,"Gut Passed, Unwashed","0",0,"",2023-10-06,NA,NA
"617",NA,"Cryptocaria",15.62,"Gut Passed, Unwashed","0",0,"",2023-10-07,NA,NA
"618","Control","Cryptocaria",14.23,"Control, Washed","1",1,"",2023-10-07,2023-10-24,17
"619","Control","Cryptocaria",15.25,"Control, Washed","1",0,"",2023-10-07,NA,NA
"620","Control","Cryptocaria",13.8,"Control, Washed","1",0,"",2023-10-07,NA,NA
"621","Control","Cryptocaria",14.54,"Control, Washed","1",0,"",2023-10-07,NA,NA
"622","Control","Cryptocaria",11.76,"Control, Washed","1",0,"",2023-10-07,NA,NA
"623","Control","Cryptocaria",13.4,"Control, Washed","1",0,"",2023-10-07,NA,NA
"624","Control","Cryptocaria",14.27,"Control, Washed","1",0,"",2023-10-07,NA,NA
"625","Control","Cryptocaria",12.67,"Control, Washed","1",0,"",2023-10-07,NA,NA
"626","Control","Cryptocaria",13.02,"Control, Washed","1",0,"",2023-10-07,NA,NA
"627","Control","Cryptocaria",14.53,"Control","1",1,"",2023-10-07,2023-10-18,11
"628","Control","Cryptocaria",16.81,"Control","1",0,"",2023-10-07,NA,NA
"629","Control","Cryptocaria",13.78,"Control","1",0,"",2023-10-07,NA,NA
"630","Control","Cryptocaria",15.07,"Control","1",0,"",2023-10-07,NA,NA
"631","Control","Cryptocaria",14.45,"Control","1",0,"",2023-10-07,NA,NA
"632","Control","Cryptocaria",12.7,"Control","1",1,"",2023-10-07,2023-10-24,17
"633","Control","Cryptocaria",12.91,"Control","1",0,"",2023-10-07,NA,NA
"634",NA,"Cryptocaria",16.99,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"635",NA,"Cryptocaria",18.9,"Gut Passed, Washed","0",0,"",2023-10-10,NA,NA
"636",NA,"Cryptocaria",18.69,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"637",NA,"Cryptocaria",17.61,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"638",NA,"Cryptocaria",17.93,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"639",NA,"Cryptocaria",17.28,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"640",NA,"Cryptocaria",18.21,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"641",NA,"Cryptocaria",17.35,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"642",NA,"Cryptocaria",19.12,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"643",NA,"Cryptocaria",18.61,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"644",NA,"Cryptocaria",17.88,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"645",NA,"Cryptocaria",18.07,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"646",NA,"Cryptocaria",16.96,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"647",NA,"Cryptocaria",17.05,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"648",NA,"Cryptocaria",16.81,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"649",NA,"Cryptocaria",17.35,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"650",NA,"Cryptocaria",18.4,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"651",NA,"Cryptocaria",20.32,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"652",NA,"Cryptocaria",15.66,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"653",NA,"Cryptocaria",18.62,"Gut Passed, Unwashed","0",1,"",2023-10-10,2023-11-05,26
"654",NA,"Cryptocaria",16.88,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"655",NA,"Cryptocaria",18.68,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"656",NA,"Cryptocaria",15.62,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"657",NA,"Cryptocaria",18.42,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"658",NA,"Cryptocaria",16.85,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"659",NA,"Cryptocaria",16.58,"Gut Passed, Unwashed","0",0,"",2023-10-10,NA,NA
"660","Control","Cryptocaria",18.03,"Control","1",0,"",2023-10-10,NA,NA
"661","Control","Cryptocaria",18.54,"Control","1",0,"",2023-10-10,NA,NA
"662","Control","Cryptocaria",19.72,"Control","1",0,"",2023-10-10,NA,NA
"663","Control","Cryptocaria",19.44,"Control","1",0,"",2023-10-10,NA,NA
"664","Control","Cryptocaria",18.39,"Control","1",0,"",2023-10-10,NA,NA
"665","Control","Cryptocaria",17.72,"Control","1",0,"",2023-10-10,NA,NA
"666","Control","Cryptocaria",17.39,"Control","1",0,"",2023-10-10,NA,NA
"667","Control","Cryptocaria",18.52,"Control","1",0,"",2023-10-10,NA,NA
"668","Control","Cryptocaria",17.54,"Control","1",0,"",2023-10-10,NA,NA
"669",NA,"Cryptocaria",17.22,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"670",NA,"Cryptocaria",18.57,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"671",NA,"Cryptocaria",17.86,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"672",NA,"Cryptocaria",16.75,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"673",NA,"Cryptocaria",14.75,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"674",NA,"Cryptocaria",13.74,"Gut Passed, Washed","0",1,"",2023-10-13,2023-11-11,29
"675",NA,"Cryptocaria",13.61,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"676",NA,"Cryptocaria",12.54,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"677",NA,"Cryptocaria",14.38,"Gut Passed, Washed","0",1,"",2023-10-13,2023-11-11,29
"678",NA,"Cryptocaria",16.25,"Gut Passed, Unwashed","0",0,"",2023-10-13,NA,NA
"679",NA,"Cryptocaria",17.17,"Gut Passed, Unwashed","0",0,"",2023-10-13,NA,NA
"680","Eulemur rubriventer","Cryptocaria",15.58,"Gut Passed, Washed","0",1,"F",2023-10-13,2023-11-02,20
"681","Eulemur rubriventer","Cryptocaria",14.36,"Gut Passed, Washed","0",1,"F",2023-10-13,2023-11-02,20
"682","Eulemur rubriventer","Cryptocaria",17.81,"Gut Passed, Unwashed","0",1,"F",2023-10-13,2023-11-08,26
"683","Eulemur rubriventer","Cryptocaria",14.12,"Gut Passed, Unwashed","0",0,"F",2023-10-13,NA,NA
"684","Eulemur rubriventer","Cryptocaria",13.18,"Gut Passed, Unwashed","0",0,"F",2023-10-13,NA,NA
"685","Eulemur rubriventer","Cryptocaria",14.56,"Gut Passed, Unwashed","0",1,"F",2023-10-13,2023-11-02,20
"686","Eulemur rubriventer","Cryptocaria",14.09,"Gut Passed, Washed","0",1,"",2023-10-13,2023-11-02,20
"687","Eulemur rubriventer","Cryptocaria",14.93,"Gut Passed, Washed","0",0,"",2023-10-13,NA,NA
"688",NA,"Cryptocaria",15.48,"Gut Passed, Unwashed","0",0,"",2023-10-14,NA,NA
"689",NA,"Cryptocaria",14.2,"Gut Passed, Unwashed","0",0,"",2023-10-14,NA,NA
"690",NA,"Cryptocaria",13.34,"Gut Passed, Unwashed","0",0,"",2023-10-14,NA,NA
"691",NA,"Cryptocaria",13.69,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-17,34
"692",NA,"Cryptocaria",14.63,"Gut Passed, Unwashed","0",1,"",2023-10-14,2023-10-18,4
"693",NA,"Pandanus",10.01,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"694",NA,"Pandanus",10.4,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"695",NA,"Pandanus",11.53,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"696",NA,"Pandanus",11.25,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"697",NA,"Cryptocaria",13.1,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-02,19
"698",NA,"Cryptocaria",12,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"699",NA,"Cryptocaria",13.53,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-17,34
"700",NA,"Cryptocaria",9.21,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"701",NA,"Cryptocaria",13.69,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"702",NA,"Cryptocaria",13.52,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"703",NA,"Cryptocaria",13.58,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-17,34
"704",NA,"Cryptocaria",14.26,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-17,34
"705",NA,"Cryptocaria",15.04,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-14,31
"706",NA,"Cryptocaria",14.5,"Gut Passed, Washed","0",0,"",2023-10-14,NA,NA
"707",NA,"Cryptocaria",14.12,"Gut Passed, Washed","0",1,"",2023-10-14,2023-11-17,34
"708",NA,"Cryptocaria",33.42,"Gut Passed, Washed","0",0,"",2023-10-16,NA,NA
"709",NA,"Cryptocaria",17.14,"Gut Passed, Unwashed","0",0,"",2023-10-16,NA,NA
"710",NA,"Cryptocaria",13.36,"Gut Passed, Unwashed","0",0,"",2023-10-16,NA,NA
"711",NA,"Cryptocaria",19.89,"Gut Passed, Unwashed","0",1,"",2023-10-16,2023-12-02,47
"712",NA,"Cryptocaria",12.88,"Gut Passed, Unwashed","0",0,"",2023-10-16,NA,NA
"713",NA,"Cryptocaria",15.01,"Gut Passed, Washed","0",0,"",2023-10-16,NA,NA
"714",NA,"Pandanus",14.68,"Gut Passed, Unwashed","0",0,"",2023-10-17,NA,NA
"715","Control","Pandanus",11.2,"Control, Washed","1",0,"",2023-10-19,NA,NA
"716","Control","Pandanus",12.3,"Control, Washed","1",0,"",2023-10-19,NA,NA
"717","Control","Pandanus",10.8,"Control, Washed","1",0,"",2023-10-19,NA,NA
"718","Control","Pandanus",8.14,"Control, Washed","1",0,"",2023-10-19,NA,NA
"719","Control","Pandanus",11.52,"Control, Washed","1",0,"",2023-10-19,NA,NA
"720","Control","Pandanus",11.64,"Control, Washed","1",0,"",2023-10-19,NA,NA
"721","Control","Pandanus",11.36,"Control, Washed","1",0,"",2023-10-19,NA,NA
"722","Control","Pandanus",11.55,"Control, Washed","1",0,"",2023-10-19,NA,NA
"723","Control","Pandanus",10.74,"Control, Washed","1",0,"",2023-10-19,NA,NA
"724","Control","Pandanus",9.37,"Control, Washed","1",0,"",2023-10-19,NA,NA
"725","Control","Pandanus",14.24,"Control","1",0,"",2023-10-19,NA,NA
"726","Control","Pandanus",17.43,"Control","1",0,"",2023-10-19,NA,NA
"727","Control","Pandanus",16.3,"Control","1",0,"",2023-10-19,NA,NA
"728","Control","Pandanus",14.72,"Control","1",0,"",2023-10-19,NA,NA
"729","Control","Pandanus",13.79,"Control","1",0,"",2023-10-19,NA,NA
"730","Control","Pandanus",14.35,"Control","1",0,"",2023-10-19,NA,NA
"731","Control","Pandanus",14.24,"Control","1",0,"",2023-10-19,NA,NA
"732","Control","Pandanus",13.26,"Control","1",0,"",2023-10-19,NA,NA
"733","Control","Pandanus",14.99,"Control","1",0,"",2023-10-19,NA,NA
"734","Control","Pandanus",11.17,"Control","1",0,"",2023-10-19,NA,NA
"735",NA,"Cryptocaria",14.02,"Gut Passed, Unwashed","0",0,"",2023-10-21,NA,NA
"736",NA,"Cryptocaria",14.68,"Gut Passed, Unwashed","0",1,"",2023-10-21,2023-11-05,15
"737","Eulemur rubriventer","Grewia",4.52,"Gut Passed, Washed","0",0,"M",2023-10-21,NA,NA
"738","Eulemur rubriventer","Grewia",7.62,"Gut Passed, Washed","0",0,"M",2023-10-21,NA,NA
"739","Eulemur rubriventer","Grewia",8.35,"Gut Passed, Washed","0",0,"M",2023-10-21,NA,NA
"740","Eulemur rubriventer","Grewia",5.7,"Gut Passed, Washed","0",0,"M",2023-10-21,NA,NA
"741","Eulemur rubriventer","Grewia",7.21,"Gut Passed, Washed","0",0,"M",2023-10-21,NA,NA
"742",NA,"Cryptocaria",24.05,"Gut Passed, Unwashed","0",1,"",2023-10-21,2023-11-05,15
"743","Eulemur rubriventer","Cryptocaria",17.18,"Gut Passed, Washed","0",0,"",2023-10-21,NA,NA
"744","Eulemur rubriventer","Cryptocaria",15.58,"Gut Passed, Washed","0",0,"",2023-10-21,NA,NA
"745",NA,"Cryptocaria",19.06,"Gut Passed, Unwashed","0",0,"",2023-10-23,NA,NA
"746",NA,"Cryptocaria",15.45,"Gut Passed, Unwashed","0",0,"",2023-10-23,NA,NA
"747",NA,"Cryptocaria",17.29,"Gut Passed, Unwashed","0",0,"",2023-10-23,NA,NA
"748",NA,"Cryptocaria",15.66,"Gut Passed, Washed","0",0,"",2023-10-23,NA,NA
"749","Control","Cryptocaria",33.89,"Control","1",0,"",2023-10-23,NA,NA
"750",NA,"Cryptocaria",15.35,"Gut Passed, Unwashed","0",0,"",2023-10-24,NA,NA
"751",NA,"Cryptocaria",14.46,"Gut Passed, Unwashed","0",0,"",2023-10-24,NA,NA
"752",NA,"Cryptocaria",14.48,"Gut Passed, Unwashed","0",1,"",2023-10-25,2023-11-17,23
"753",NA,"Cryptocaria",19.64,"Gut Passed, Unwashed","0",1,"",2023-10-25,2023-11-11,17
"754",NA,"Cryptocaria",16.17,"Gut Passed, Washed","0",1,"",2023-10-25,2023-11-11,17
"755",NA,"Cryptocaria",17.2,"Gut Passed, Unwashed","0",1,"",2023-10-26,2023-11-20,25
"756",NA,"Cryptocaria",17.13,"Gut Passed, Washed","0",1,"",2023-10-26,2023-11-20,25
"757",NA,"Cryptocaria",16.48,"Gut Passed, Washed","0",1,"",2023-10-26,2023-12-02,37
"758",NA,"Cryptocaria",18.5,"Gut Passed, Washed","0",0,"",2023-10-26,NA,NA
"759",NA,"Cryptocaria",18.17,"Gut Passed, Washed","0",0,"",2023-10-26,NA,NA
"760",NA,"Cryptocaria",15.18,"Gut Passed, Washed","0",0,"",2023-10-26,NA,NA
"761",NA,"Cryptocaria",14.15,"Gut Passed, Unwashed","0",1,"",2023-10-26,2023-11-05,10
"762",NA,"Cryptocaria",17.05,"Gut Passed, Washed","0",1,"",2023-10-27,2023-11-17,21
"763",NA,"Cryptocaria",14.2,"Gut Passed, Washed","0",1,"",2023-10-27,2023-12-02,36
"764",NA,"Cryptocaria",19.87,"Gut Passed, Unwashed","0",0,"",2023-10-31,NA,NA
"765",NA,"Cryptocaria",18.24,"Gut Passed, Unwashed","0",0,"",2023-10-31,NA,NA
"766",NA,"Cryptocaria",18.77,"Gut Passed, Unwashed","0",1,"",2023-10-31,2023-11-29,29
"767",NA,"Cryptocaria",16.09,"Gut Passed, Washed","0",1,"",2023-10-31,2023-12-02,32
"768",NA,"Cryptocaria",17.61,"Gut Passed, Washed","0",0,"",2023-10-31,NA,NA
"769",NA,"Cryptocaria",18.25,"Gut Passed, Washed","0",0,"",2023-10-31,NA,NA
"770",NA,"Cryptocaria",19.58,"Gut Passed, Unwashed","0",1,"",2023-10-31,2023-11-14,14
"771",NA,"Cryptocaria",19.74,"Gut Passed, Unwashed","0",1,"",2023-10-31,2023-11-14,14
"772",NA,"Cryptocaria",16.62,"Gut Passed, Washed","0",0,"",2023-10-31,NA,NA
"773",NA,"Cryptocaria",15.61,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"774",NA,"Cryptocaria",17.8,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"775",NA,"Cryptocaria",18.2,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"776",NA,"Cryptocaria",12.8,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"777",NA,"Cryptocaria",17.74,"Gut Passed, Unwashed","0",0,"",2023-11-01,NA,NA
"778",NA,"Cryptocaria",16.23,"Gut Passed, Unwashed","0",0,"",2023-11-01,NA,NA
"779",NA,"Cryptocaria",16.15,"Gut Passed, Unwashed","0",0,"",2023-11-01,NA,NA
"780",NA,"Cryptocaria",16.26,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"781",NA,"Cryptocaria",17.85,"Gut Passed, Washed","0",1,"",2023-11-01,2023-12-02,31
"782",NA,"Cryptocaria",17.11,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"783",NA,"Cryptocaria",14.68,"Gut Passed, Washed","0",0,"",2023-11-01,NA,NA
"784",NA,"Cryptocaria",15.98,"Gut Passed, Unwashed","0",0,"",2023-11-01,NA,NA
"785",NA,"Cryptocaria",14.07,"Gut Passed, Washed","0",0,"",2023-11-02,NA,NA
"786",NA,"Cryptocaria",16.62,"Gut Passed, Washed","0",0,"",2023-11-02,NA,NA
"787",NA,"Cryptocaria",12.27,"Gut Passed, Washed","0",1,"",2023-11-02,2023-11-26,24
"788","Eulemur rubriventer","Cryptocaria",18.5,"Gut Passed, Unwashed","0",0,"M",2023-11-02,NA,NA
"789","Eulemur rubriventer","Cryptocaria",18.07,"Gut Passed, Unwashed","0",0,"M",2023-11-02,NA,NA
"790",NA,"Cryptocaria",15.12,"Gut Passed, Washed","0",0,"",2023-11-02,NA,NA
"791",NA,"Cryptocaria",14.08,"Gut Passed, Washed","0",0,"",2023-11-02,NA,NA
"792",NA,"Cryptocaria",12.73,"Gut Passed, Washed","0",0,"",2023-11-02,NA,NA
"793","Eulemur albifrons","Cryptocaria",16.38,"Gut Passed, Unwashed","0",0,"F",2023-11-02,NA,NA
"794","Eulemur albifrons","Cryptocaria",15.12,"Gut Passed, Unwashed","0",0,"F",2023-11-02,NA,NA
"795","Control","Pandanus",20.09,"Control","1",0,"",2023-11-02,NA,NA
"796","Control","Pandanus",15.3,"Control","1",0,"",2023-11-02,NA,NA
"797","Control","Pandanus",15.25,"Control","1",0,"",2023-11-02,NA,NA
"798","Control","Pandanus",11.94,"Control","1",0,"",2023-11-02,NA,NA
"799","Control","Pandanus",13.19,"Control","1",0,"",2023-11-02,NA,NA
"800","Control","Pandanus",11.2,"Control","1",0,"",2023-11-02,NA,NA
"801","Control","Pandanus",11.01,"Control","1",0,"",2023-11-02,NA,NA
"802","Control","Pandanus",12.31,"Control","1",0,"",2023-11-02,NA,NA
"803","Control","Pandanus",10.89,"Control","1",0,"",2023-11-02,NA,NA
"804","Control","Pandanus",12.19,"Control","1",0,"",2023-11-02,NA,NA
"805",NA,"Cryptocaria",16.68,"Gut Passed, Unwashed","0",1,"",2023-11-03,2023-11-26,23
"806","Eulemur rubriventer","Cryptocaria",14.87,"Gut Passed, Washed","0",1,"",2023-11-03,2023-11-11,8
"807",NA,"Cryptocaria",15.99,"Gut Passed, Unwashed","0",1,"",2023-11-04,2023-12-05,31
"808","Eulemur rubriventer","Pandanus",17.61,"Gut Passed, Unwashed","0",0,"M",2023-11-04,NA,NA
"809",NA,"Cryptocaria",18.94,"Gut Passed, Washed","0",1,"",2023-11-04,2023-12-02,28
"810",NA,"Cryptocaria",15.35,"Gut Passed, Washed","0",0,"",2023-11-04,NA,NA
"811",NA,"Cryptocaria",17.64,"Gut Passed, Washed","0",1,"",2023-11-04,2023-12-02,28
"812",NA,"Pandanus",9.19,"Gut Passed, Washed","0",0,"",2023-11-07,NA,NA
"813",NA,"Cryptocaria",45.02,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"814",NA,"Cryptocaria",23.31,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"815",NA,"Cryptocaria",20.37,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"816",NA,"Cryptocaria",20.64,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"817",NA,"Cryptocaria",18.71,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"818",NA,"Cryptocaria",17.28,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"819",NA,"Cryptocaria",18.52,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"820",NA,"Cryptocaria",17.29,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"821",NA,"Cryptocaria",13.76,"Gut Passed, Washed","0",0,"",2023-11-08,NA,NA
"822","Control","Cryptocaria",21.96,"Control","1",0,"",2023-11-08,NA,NA
